"Date","User ID","Alias","Allocation","MTM","MTM %","Algo","Server","DTE","Index"
"2025-11-25","62288965","MSG_NILOY_JAIN_POS","6000000","16458.75","0.27%","1","VS16","0DTE","NF"
"2025-11-25","64785796","CC_MEGHAAG_POS","10000000","-103612.5","-1.04%","2","VS13","0DTE","NF"
"2025-11-25","65872914","CC_LALITAB_POS","4000000","-43590.75","-1.09%","1","VS10","0DTE","BNF"
"2025-11-25","67975010","MSR_GAURAVG_POS","12000000","-3686.25","-0.03%","1","VS15","0DTE","NF"
"2025-11-25","6954037","MSR_AJAY_TAMBI_POS","8000000","-61950","-0.77%","7","VS7","0DTE","NF"
"2025-11-25","71430960","CCV_SOMINJ_POS","6000000","-59416","-0.99%","1","VS10","0DTE","BNF"
"2025-11-25","72881081","CC_PIYUSHK_INT","4000000","6006","0.15%","1","VS10","0DTE","BNF"
"2025-11-25","74059822","MSR_VAIBHAVG1_POS","18000000","-182651.25","-1.01%","15","VS14","0DTE","NF"
"2025-11-25","74125896","MSR_RITESHS2_POS","8000000","-63337.5","-0.79%","7","VS4","0DTE","NF"
"2025-11-25","74727658","CC_PALAKS_POS","4000000","6020","0.15%","1","VS10","0DTE","BNF"
"2025-11-25","74962685","CC_MANISHA_POS","6000000","-63782.25","-1.06%","1","VS10","0DTE","BNF"
"2025-11-25","75962003","MSV_SAANVI_POS","6000000","2040","0.03%","1","VS8","0DTE","NF"
"2025-11-25","77149338","CC_JATING_POS","8000000","-80696.25","-1.01%","15","VS5","0DTE","NF"
"2025-11-25","78651236","MSP_AMITP6","26000000","120967.5","0.47%","7","VS7","0DTE","NF"
"2025-11-25","7RA110015","MSV_KALPESHV_POS","10000000","-100672.5","-1.01%","15","VS19","0DTE","NF"
"2025-11-25","7RA110024","MSR_PAREEKK1_INT","12000000","821.25","0.01%","1","VS2","0DTE","NF"
"2025-11-25","7RA110031","MSR_SAURABHB_POS","8000000","-10575","-0.13%","1","VS16","0DTE","NF"
"2025-11-25","7RA110032","MSR_RDANGAYACH4_INT","48000000","-495723.75","-1.03%","15","VS14","0DTE","NF"
"2025-11-25","7RA110035","MSR_RDANGAYACH5_FULL_POS10CR","70000000","307233.75","0.44%","7","VS7","0DTE","NF"
"2025-11-25","7RA110045","MSR_KUSHAGRAMT_POS","8000000","8655","0.11%","1","VS15","0DTE","NF"
"2025-11-25","7RA110080","MSR_MSMELODIA7","24000000","-244245","-1.02%","15","VS14","0DTE","NF"
"2025-11-25","7RA110081","MSR_LODHA3_INT","42000000","-33281.25","-0.08%","1","VS3","0DTE","NF"
"2025-11-25","7RA110084","MSR_MSMELODIA4","20000000","350367.75","1.75%","8","VS1","0DTE","NF"
"2025-11-25","7RA110085","MSR_BHOJWANI2_POS","10000000","-19646.25","-0.20%","1","VS2","0DTE","NF"
"2025-11-25","7RA110095","MSR_MAHESHWARI1_POS","6000000","21210","0.35%","1","VS12","0DTE","NF"
"2025-11-25","7RA110113","MSR_AGNANI2_INT","8000000","-83471.25","-1.04%","15","VS14","0DTE","NF"
"2025-11-25","7RA110114","MSR_KALPANAAG1_INT","6000000","37507.5","0.63%","1","VS2","0DTE","NF"
"2025-11-25","7RA110116","MSR_SUBODHKG_POS","6000000","38553.75","0.64%","1","VS15","0DTE","NF"
"2025-11-25","7RA110117","MSR_MEHTA2_POS","12000000","55927.5","0.47%","7","VS9","0DTE","NF"
"2025-11-25","7RA110119","MSR_LOKESHGARG_3C","20000000","340478.25","1.70%","8","VS1","0DTE","NF"
"2025-11-25","7RA1APC","MSR_GINNI1_INT","6000000","50921.25","0.85%","15","VS19","0DTE","NF"
"2025-11-25","7RA1GF07","MSR_GINNI4_INT","8000000","27881.25","0.35%","1","VS16","0DTE","NF"
"2025-11-25","7RA1GFL","MSR_GINNI6_INT","10000000","40668.75","0.41%","7","VS9","0DTE","NF"
"2025-11-25","7RA1GT70","MSR_GIRNAAR2_POS","14000000","53205","0.38%","15","VS5","0DTE","NF"
"2025-11-25","7RA1GTL","MSR_GINNI3_INT","8000000","7571.25","0.09%","1","VS3","0DTE","NF"
"2025-11-25","7RA1IL10","MSR_INDALPHA1_INT","20000000","358023.75","1.79%","8","VS1","0DTE","NF"
"2025-11-25","7RA1KH71","MSR_KAILASHR_POS","8000000","-68066.25","-0.85%","7","VS7","0DTE","NF"
"2025-11-25","7RA1KP76","MSR_GINNI13_3C","26000000","112788.75","0.43%","7","VS11","0DTE","NF"
"2025-11-25","7RA1LL11","MSR_LOYALKA3_POS","22000000","-224883.75","-1.02%","15","VS14","0DTE","NF"
"2025-11-25","7RA1MH88","MSR_MSMELODIA1_INT","10000000","-100732.5","-1.01%","15","VS19","0DTE","NF"
"2025-11-25","7RA1PG011","MSP_PGFOILS_7C","78000000","319080","0.41%","7","VS9","0DTE","NF"
"2025-11-25","7RA1RM61","MSR_RAJM9_INT","52000000","-523312.5","-1.01%","15","VS5","0DTE","NF"
"2025-11-25","7RA1SM99","MSR_JAGWAYAN2","10000000","-102446.25","-1.02%","15","VS5","0DTE","NF"
"2025-11-25","7RA1SP74","MSR_GINNI12","26000000","-256946.25","-0.99%","15","VS14","0DTE","NF"
"2025-11-25","7RA1SP90","MSR_JAGWAYAN1","10000000","15243.75","0.15%","1","VS2","0DTE","NF"
"2025-11-25","7RIK2002","MSR_AKAGAR_INT","12000000","-125302.5","-1.04%","15","VS5","0DTE","NF"
"2025-11-25","7RIK2005","MSR_RAJM7_INT","18000000","79233.75","0.44%","7","VS9","0DTE","NF"
"2025-11-25","7RIK2014","MSR_KABRA2","20000000","341946","1.71%","8","VS1","0DTE","NF"
"2025-11-25","7RIK2015","MSR_MAHAJANI1_POS","14000000","87105","0.62%","7","VS4","0DTE","NF"
"2025-11-25","7RIK2017","MSR_SONI_KISHOREH_POS","8000000","24022.5","0.30%","1","VS15","0DTE","NF"
"2025-11-25","7RIK2019","MSR_VGOEL1","10000000","19976.25","0.20%","1","VS12","0DTE","NF"
"2025-11-25","7RIK2021","MSR_INDALPHA2","26000000","144502.5","0.56%","7","VS7","0DTE","NF"
"2025-11-25","7RIK2022","MSR_PTAK1_FIX_5CR_INT","12000000","-121946.25","-1.02%","2","VS13","0DTE","NF"
"2025-11-25","7RIK2024","MSR_PTAK2_INT","14000000","66491.25","0.47%","15","VS19","0DTE","NF"
"2025-11-25","7RIK2025","MSR_PTAK3","14000000","4425","0.03%","1","VS16","0DTE","NF"
"2025-11-25","7RIK2026","MSN_SANDEEPS2_POS","6000000","21862.5","0.36%","1","VS12","0DTE","NF"
"2025-11-25","7RIKAB01","MSR_BHATNAGAR1_POS","4000000","32520","0.81%","1","VS2","0DTE","NF"
"2025-11-25","7RIKAH01","MSN_DALMIA2_POS","10000000","-19376.25","-0.19%","1","VS3","0DTE","NF"
"2025-11-25","7RIKBB01","MSR_BHATNAGAR2_POS","6000000","54442.5","0.91%","7","VS4","0DTE","NF"
"2025-11-25","7RIKBC01","MSR_BAGRODIA3_INT","14000000","77456.25","0.55%","7","VS11","0DTE","NF"
"2025-11-25","7RMAPK80","MSP_PRAVEENKUMAR_POS","2000000","-21041.25","-1.05%","1","VS3","0DTE","NF"
"2025-11-25","82930874","CC_MRINALDEBNATH_INT","4000000","-41123.25","-1.03%","1","VS10","0DTE","BNF"
"2025-11-25","85533200","CC__JOHNJOSEPH_FULL_POS1CR","30000000","137411.25","0.46%","7","VS11","0DTE","NF"
"2025-11-25","87316853","CC_JAYACHAN_INT","6000000","39165","0.65%","7","VS9","0DTE","NF"
"2025-11-25","89769315","CC_NISHADS_INT","4000000","-40593","-1.01%","1","VS10","0DTE","BNF"
"2025-11-25","90757742","MSR_ABBASSIR_POS","12000000","-17988.75","-0.15%","1","VS15","0DTE","NF"
"2025-11-25","91582593","CC_APOORVAP_POS","4000000","7448","0.19%","1","VS10","0DTE","BNF"
"2025-11-25","92176368","CCV_VIVEK_THEBARIA_FIX_1CR_INT","10000000","15558.75","0.16%","1","VS2","0DTE","NF"
"2025-11-25","92348046","CCV_ANKITADOK_POS","8000000","-61991.25","-0.77%","7","VS7","0DTE","NF"
"2025-11-25","92609325","CC_SEEMAB_POS","6000000","-28210","-0.47%","1","VS10","0DTE","BNF"
"2025-11-25","95221347","CCV_BHARATINIL_POS","8000000","-84931","-1.06%","1","VS10","0DTE","BNF"
"2025-11-25","95366550","MSR_BHARNI2_INT","4000000","9513.75","0.24%","1","VS15","0DTE","NF"
"2025-11-25","97255501","CC_BINAYD","6000000","-36326.5","-0.61%","1","VS10","0DTE","BNF"
"2025-11-25","99972022","MSG_CHANDRAKALA_POS","6000000","8257.5","0.14%","1","VS16","0DTE","NF"
"2025-11-25","ABHISHAM","CC_ABHISHAM","10000000","39345","0.39%","7","VS4","0DTE","NF"
"2025-11-25","ADINAATH","MSP_AMITP2_INT","10000000","15892.5","0.16%","1","VS2","0DTE","NF"
"2025-11-25","ADITI758","MSR_MSMELODIA3","14000000","77538.75","0.55%","7","VS4","0DTE","NF"
"2025-11-25","AJ008AI","A1_RM_NEW_INT","220000000","-162041.25","-0.07%","1","VS8","0DTE","NF"
"2025-11-25","AJ008DI","A7_RM_NEW_INT","210000000","1074090","0.51%","7","VS7","0DTE","NF"
"2025-11-25","AJ008DW","A8_RM_ACH_6C","240000000","-2540445","-1.06%","15","VS5","0DTE","NF"
"2025-11-25","AJ008EH","A7_RM_NEW","120000000","521775","0.43%","7","VS4","0DTE","NF"
"2025-11-25","AJ008EX","A19_RM_NEW","190000000","-2052671.25","-1.08%","2","VS13","0DTE","NF"
"2025-11-25","AJ008FE","A8_RM_AJ008FE_34C","80000000","2326548.75","2.91%","8","VS1","0DTE","NF"
"2025-11-25","AJIT0112","MSR_AJIT3_5C","34000000","-359572.5","-1.06%","15","VS14","0DTE","NF"
"2025-11-25","AKSHAT59","MSP_AKSHATP_POS","4000000","28878.75","0.72%","1","VS3","0DTE","NF"
"2025-11-25","ALGO25","CCV_A7_VTCAP_FIX_5CR_INT","50000000","196961.25","0.39%","7","VS9","0DTE","NF"
"2025-11-25","ALOYALKA","MSN_ALOYALKA2_INT","20000000","578576.25","2.89%","8","VS1","0DTE","NF"
"2025-11-25","AMIIIT02","MSR_PAREEKK2","22000000","100931.25","0.46%","7","VS9","0DTE","NF"
"2025-11-25","AMIT1444","MSP_AMITP5_3C","34000000","172046.25","0.51%","7","VS11","0DTE","NF"
"2025-11-25","AMIT3732","MSP_AMITAG_POS","10000000","-22875","-0.23%","1","VS3","0DTE","NF"
"2025-11-25","AMITHUFB","MSV_AMITBANSAL_POS","12000000","-121312.5","-1.01%","15","VS14","0DTE","NF"
"2025-11-25","AMRI2610","MSR_MSMELODIA6_INT","28000000","93131.25","0.33%","7","VS7","0DTE","NF"
"2025-11-25","ANANTINV","MSP_AMITP10_INT","6000000","18922.5","0.32%","1","VS12","0DTE","NF"
"2025-11-25","ANISHA48","MSP_SUSHANTG1_POS","6000000","11171.25","0.19%","1","VS8","0DTE","NF"
"2025-11-25","ANKITKH9","MSP_ANKITAMIT_POS","6000000","39401.25","0.66%","1","VS8","0DTE","NF"
"2025-11-25","ANNUPRNA","MSP_ANNAPURNA_POS","10000000","11208.75","0.11%","1","VS15","0DTE","NF"
"2025-11-25","APCTEX10","MSR_GINNI7","20000000","608190","3.04%","8","VS1","0DTE","NF"
"2025-11-25","APOORV77","MSR_APOORVG_POS","8000000","14617.5","0.18%","1","VS15","0DTE","NF"
"2025-11-25","ARCHAA30","MSP_ARCHANA_POS","6000000","40882.5","0.68%","7","VS4","0DTE","NF"
"2025-11-25","ASM19850","MSR_AJATSAT_POS","6000000","24787.5","0.41%","1","VS2","0DTE","NF"
"2025-11-25","ASRENTER","MSR_ASR1_5C","40000000","167043.75","0.42%","7","VS9","0DTE","NF"
"2025-11-25","AVS00RKL","CC_RAJESHK_POS","16000000","-171870","-1.07%","2","VS13","0DTE","NF"
"2025-11-25","AVS03LKW","CC_LAXMIK_POS","10000000","-99682.5","-1.00%","15","VS14","0DTE","NF"
"2025-11-25","AVSRKHUF","CC_RKHILWANI","18000000","78367.5","0.44%","7","VS9","0DTE","NF"
"2025-11-25","B7RA1AE07","MSR_ASR2_INT","58000000","-595443.75","-1.03%","15","VS14","0DTE","NF"
"2025-11-25","B7RA1KH60","MSR_GINNI9_INT","14000000","87982.5","0.63%","7","VS4","0DTE","NF"
"2025-11-25","B7RA1NH61","MSR_GINNI5_INT","8000000","7380","0.09%","1","VS12","0DTE","NF"
"2025-11-25","B7RA1RL35","MSR_RYS2_3C","28000000","-278763.75","-1.00%","15","VS19","0DTE","NF"
"2025-11-25","B7RA1RS76","MSR_RITESHS1_POS","6000000","23377.5","0.39%","1","VS16","0DTE","NF"
"2025-11-25","BAID1975","MSR_NAVEENB_POS","18000000","1110","0.01%","1","VS15","0DTE","NF"
"2025-11-25","BENU1954","MSR_HEMPRA1_POS","4000000","16072.5","0.40%","1","VS15","0DTE","NF"
"2025-11-25","BHADADAG","CC_GAYATRIB_FIX_1CR_0SL_POS","10000000","47433.75","0.47%","7","VS11","0DTE","NF"
"2025-11-25","BHADADAR","CC_BHADADAR_FIX_1CR_0_SL_POS","10000000","-99198.75","-0.99%","15","VS14","0DTE","NF"
"2025-11-25","BHARA212","MSR_BHARNI1","14000000","-147798.75","-1.06%","15","VS14","0DTE","NF"
"2025-11-25","BINA0007","MSR_VAIBHAVG2","4000000","23265","0.58%","1","VS8","0DTE","NF"
"2025-11-25","DANGA982","MSR_RDANGAYACH2_8C","52000000","-122664.75","-0.24%","1","VS3","0DTE","NF"
"2025-11-25","DANGAHUF","MSR_RDANGAYACH1_INT","32000000","-385337.5","-1.20%","2","VS13","0DTE","NF"
"2025-11-25","DEEP5212","MSR_SANJAYG2_POS","8000000","18048.75","0.23%","1","VS12","0DTE","NF"
"2025-11-25","DEVA1957","MSR_DEVAC1_INT","12000000","12558.75","0.10%","1","VS12","0DTE","NF"
"2025-11-25","DHIR1433","MSR_DHEER2_INT","4000000","24765","0.62%","1","VS2","0DTE","NF"
"2025-11-25","DHIRAJYS","CC_DHIRAJY_POS","10000000","-102495","-1.02%","2","VS13","0DTE","NF"
"2025-11-25","DIVYA934","MSP_DIVYAT_POS","14000000","85361.25","0.61%","7","VS9","0DTE","NF"
"2025-11-25","DLDH117","CC_A19_NPCC03","20000000","553421.25","2.77%","8","VS1","0DTE","NF"
"2025-11-25","DLDH126","CC_A2_DLDH126_FIX_2CR","20000000","-214961.25","-1.07%","2","VS13","0DTE","NF"
"2025-11-25","DLDH127","CC_A15_DLDH127_FIX_2CR","20000000","-201438.75","-1.01%","15","VS14","0DTE","NF"
"2025-11-25","DLDH128","CC_A8_DLDH128","20000000","584460","2.92%","8","VS1","0DTE","NF"
"2025-11-25","DLL4298","A7_4298_PS","20000000","-15045","-0.08%","1","VS16","0DTE","NF"
"2025-11-25","DLL7283","A12_GB","30000000","-279007.5","-0.93%","12","NO SERVER","0DTE","NF"
"2025-11-25","DPNOGS01","CC_SISL_GS_FIX_4CR_INT","50000000","196402.5","0.39%","7","VS11","0DTE","NF"
"2025-11-25","DWIV1875","CCV_AMITD_HUF_POS","8000000","-74305","-0.93%","1","VS10","0DTE","BNF"
"2025-11-25","FIBRETEX","MSR_GINNI2_INT","8000000","7668.75","0.10%","1","VS12","0DTE","NF"
"2025-11-25","FINE1R03","MSR_AGNANI3","10000000","42303.75","0.42%","7","VS9","0DTE","NF"
"2025-11-25","GASHUNAN","MSR_ASHUTOSH_NANDAN_GOYAL_POS","10000000","-2235","-0.02%","1","VS2","0DTE","NF"
"2025-11-25","GCOMFORT","MSR_GINNI11_INT","8000000","-81157.5","-1.01%","2","VS13","0DTE","NF"
"2025-11-25","GIRIROJK","MSR_NATH1_FIX_1CR_INT","10000000","38501.25","0.39%","7","VS9","0DTE","NF"
"2025-11-25","GIRNAAR0","MSR_GIRNAAR3_POS","14000000","11411.25","0.08%","1","VS2","0DTE","NF"
"2025-11-25","GOYAL079","MSR_DEEPAKGO_INT","8000000","2748.75","0.03%","1","VS8","0DTE","NF"
"2025-11-25","GSPL11","CC_A7_GSPL11_FIX_4CR_INT","10000000","43245","0.43%","7","VS9","0DTE","NF"
"2025-11-25","GSPL15","CC_A2_GSPL15_FIX_4CR_INT","10000000","-109203.75","-1.09%","2","VS13","0DTE","NF"
"2025-11-25","GSPL16","CC_A15_GSPL16_FIX_1CR","10000000","-102600","-1.03%","15","VS14","0DTE","NF"
"2025-11-25","GSPL6","CC_A1_GSPL6_FIX_4CR_INT","20000000","2827.5","0.01%","1","VS12","0DTE","NF"
"2025-11-25","GTEXFABS","MSR_GINNI8_INT","6000000","67335","1.12%","15","VS19","0DTE","NF"
"2025-11-25","HEMPRA52","MSR_HEMPRA2_INT","4000000","36120","0.90%","7","VS4","0DTE","NF"
"2025-11-25","HUFAJ001","MSP_ANKUR_JAIN_HUF_POS","4000000","29681.25","0.74%","1","VS8","0DTE","NF"
"2025-11-25","HUFAJIT0","MSR_AJIT2_INT","20000000","567982.5","2.84%","8","VS1","0DTE","NF"
"2025-11-25","HUFAMITJ","MSP_AMIT9_3C","32000000","-341591.25","-1.07%","2","VS13","0DTE","NF"
"2025-11-25","HUFASHO1","MSP_AMITP4_INT","14000000","-149148.75","-1.07%","15","VS5","0DTE","NF"
"2025-11-25","HUFBHARG","MSP_RAHULBHUF_INT","6000000","15577.5","0.26%","1","VS8","0DTE","NF"
"2025-11-25","HUFGATTA","MSP_VINAYAK_GATTANI_HUF","6000000","16597.5","0.28%","1","VS8","0DTE","NF"
"2025-11-25","HUFJAIND","MSP_DEEPAK_JAIN_HUF_POS","12000000","-98842.5","-0.82%","7","VS11","0DTE","NF"
"2025-11-25","HUFNDAGA","MSR_DAGA3_POS","8000000","-66540","-0.83%","7","VS11","0DTE","NF"
"2025-11-25","HUFPRAAK","MSR_KALPANAAG3_INT","6000000","5355","0.09%","1","VS8","0DTE","NF"
"2025-11-25","HUFRG999","MSR_RAHULG_HUF_POS","18000000","99877.5","0.55%","7","VS11","0DTE","NF"
"2025-11-25","HUFSUSHA","MSP_SUSHANTG3","4000000","22646.25","0.57%","1","VS12","0DTE","NF"
"2025-11-25","HUFVJEPH","MSP_VIKAS_JEPH_HUF","20000000","596062.5","2.98%","8","VS1","0DTE","NF"
"2025-11-25","IR0012","CCV_NIKHIL_BANSAL_POS","10000000","573.75","0.01%","1","VS16","0DTE","NF"
"2025-11-25","ISHA2023","MSP_ISHA_POS","8000000","22878.75","0.29%","1","VS12","0DTE","NF"
"2025-11-25","JAGW1978","MSR_JAGWAYAN4","10000000","48660","0.49%","7","VS7","0DTE","NF"
"2025-11-25","JYOTI116","MSR_BHOJWANI1_POS","10000000","33397.5","0.33%","7","VS4","0DTE","NF"
"2025-11-25","KASAR116","CC_JEETKASAR_POS","12000000","43301.25","0.36%","15","VS5","0DTE","NF"
"2025-11-25","KRISTA78","CCV_GAUTAMVIPUL_POS","8000000","-81924.5","-1.02%","1","VS10","0DTE","BNF"
"2025-11-25","LALA1108","MSR_SJVJ1_INT","6000000","22057.5","0.37%","1","VS15","0DTE","NF"
"2025-11-25","LAMBAANU","MSR_LAMBAANU_POS","10000000","39240","0.39%","7","VS4","0DTE","NF"
"2025-11-25","LAXMM764","MSP_LAXMM764_POS","12000000","-11516.25","-0.10%","1","VS16","0DTE","NF"
"2025-11-25","LCHETANS","MSR_CHETAN_SINGHAL_INT","12000000","61927.5","0.52%","7","VS11","0DTE","NF"
"2025-11-25","LOYALKAV","MSR_LOYALKAV_POS","20000000","585371.25","2.93%","8","VS1","0DTE","NF"
"2025-11-25","M2NIRMAL","MSP_AMITP1_INT","12000000","-120450","-1.00%","15","VS5","0DTE","NF"
"2025-11-25","MAADIKIR","MSR_MAHAJANI2_POS","12000000","-21510","-0.18%","1","VS16","0DTE","NF"
"2025-11-25","MABHILAS","MSR_ABHILASHM_POS","8000000","-4005","-0.05%","1","VS8","0DTE","NF"
"2025-11-25","MABHISHT","MSR_ABHISHT2_POS","6000000","33967.5","0.57%","7","VS4","0DTE","NF"
"2025-11-25","MADALMIA","MSN_DALMIA1_POS","14000000","76106.25","0.54%","7","VS7","0DTE","NF"
"2025-11-25","MADHU10","MSR_A1_RAHULMOM_FIX_2CR_INT","20000000","54525","0.27%","7","VS4","0DTE","NF"
"2025-11-25","MADHU344","MSR_YOGESH3_INT","12000000","-91402.5","-0.76%","7","VS9","0DTE","NF"
"2025-11-25","MADITIAG","MSS_SSGUPTA6_INT","10000000","-7162.5","-0.07%","1","VS8","0DTE","NF"
"2025-11-25","MADWIGO2","MSN_ADWITIYA_GOENKA_POS","6000000","13440","0.22%","1","VS15","0DTE","NF"
"2025-11-25","MAJAYM02","MSV_AJAYT","10000000","46158.75","0.46%","15","VS14","0DTE","NF"
"2025-11-25","MAKANSHA","MSV_AKANSHA_POS","6000000","23865","0.40%","1","VS12","0DTE","NF"
"2025-11-25","MAKSHAT2","MSN_ALOYALKA1","16000000","102948.75","0.64%","7","VS7","0DTE","NF"
"2025-11-25","MAMEHTA1","MSR_ASHWINI_MEHTA","10000000","-27412.5","-0.27%","1","VS12","0DTE","NF"
"2025-11-25","MAMIT782","MSV_AMIT_POS","8000000","-77707.5","-0.97%","15","VS5","0DTE","NF"
"2025-11-25","MANAMIKA","MSN_BAXI3_POS","6000000","18555","0.31%","1","VS16","0DTE","NF"
"2025-11-25","MANGAL54","MSR_MANGAL_3CFIX","20000000","93821.25","0.47%","7","VS7","0DTE","NF"
"2025-11-25","MANIHESH","CCV_MAHESHB_POS","8000000","-81208.75","-1.02%","1","VS10","0DTE","BNF"
"2025-11-25","MANIS407","MSR_MSMELODIA2_INT","8000000","4458.75","0.06%","1","VS8","0DTE","NF"
"2025-11-25","MANJU016","MSP_MANJU016_POS","10000000","-101538.75","-1.02%","15","VS5","0DTE","NF"
"2025-11-25","MANKITAG","MSP_MANKITAG_INT","4000000","-8013.75","-0.20%","1","VS3","0DTE","NF"
"2025-11-25","MANKURKO","MSN_ANKUR_KOTHARI_POS","8000000","26827.5","0.34%","1","VS15","0DTE","NF"
"2025-11-25","MANOJS25","MSS_MANOJ_KUMAR_GUPTA_POS","12000000","-11793.75","-0.10%","1","VS8","0DTE","NF"
"2025-11-25","MANUPANK","MSN_ANUPAM_KANODIA_POS","8000000","-60746.25","-0.76%","7","VS7","0DTE","NF"
"2025-11-25","MARIA196","CC_ADITYAPINTO_POS","12000000","65955","0.55%","7","VS11","0DTE","NF"
"2025-11-25","MARUNKK3","MSP_MARUNKK3_3C","20000000","-22612.5","-0.11%","1","VS15","0DTE","NF"
"2025-11-25","MARYAMAN","MSR_ARYAMAN_POS","10000000","7545","0.08%","1","VS15","0DTE","NF"
"2025-11-25","MASHOK10","MSP_AMITP3_INT","12000000","-5838.75","-0.05%","1","VS2","0DTE","NF"
"2025-11-25","MBAGRODI","MSR_BAGRODIA1_INT","10000000","-104381.25","-1.04%","2","VS13","0DTE","NF"
"2025-11-25","MBALMUKU","MSP_BAL_MUKUND_POS","4000000","13290","0.33%","1","VS8","0DTE","NF"
"2025-11-25","MBHANDAR","MSN_UMESH_UTTAMRAJ_BHANDARI_INT","10000000","38587.5","0.39%","7","VS4","0DTE","NF"
"2025-11-25","MBONSAI0","MSR_BONSAI_6C","30000000","113141.25","0.38%","7","VS11","0DTE","NF"
"2025-11-25","MCHINTAM","MSR_RAJM3_INT","14000000","-138371.25","-0.99%","15","VS5","0DTE","NF"
"2025-11-25","MDEEPESK","MSR_DEEPESH_POS","10000000","41145","0.41%","7","VS11","0DTE","NF"
"2025-11-25","MDEEPG03","MSP_DEEPAM_GUJRANI_POS","6000000","21832.5","0.36%","1","VS8","0DTE","NF"
"2025-11-25","MDHRUM03","MSR_MAHESHWARI2_POS","12000000","-97162.5","-0.81%","7","VS7","0DTE","NF"
"2025-11-25","MDIGVSS2","MSR_DIGVIJAY2","8000000","23902.5","0.30%","1","VS2","0DTE","NF"
"2025-11-25","MEETARAJ","MSP_MEETARAJP_POS","8000000","18585","0.23%","1","VS12","0DTE","NF"
"2025-11-25","MEGASERV","MSR_MEGASERV","14000000","91646.25","0.65%","7","VS11","0DTE","NF"
"2025-11-25","MELOGIST","MSR_RYADAV4_6C","30000000","620857.5","2.07%","8","VS1","0DTE","NF"
"2025-11-25","MGANDHAL","MSR_RAJM1_INT","12000000","-95332.5","-0.79%","7","VS11","0DTE","NF"
"2025-11-25","MGEORGE9","MSR_ANU_GEORGE_POS","8000000","10147.5","0.13%","1","VS2","0DTE","NF"
"2025-11-25","MHARSH97","MSP_HARSHBS_INT","6000000","18948.75","0.32%","1","VS3","0DTE","NF"
"2025-11-25","MHARSHB2","MSR_BAGRODIA2_INT","12000000","-121773.75","-1.01%","15","VS5","0DTE","NF"
"2025-11-25","MHITESHC","MSR_HITESH_CHAUDHARY_INT","14000000","78146.25","0.56%","7","VS7","0DTE","NF"
"2025-11-25","MINA1425","MSR_GSMITH3_POS","8000000","-66236.25","-0.83%","7","VS7","0DTE","NF"
"2025-11-25","MINDRA01","MSN_BAXI1_POS","10000000","36345","0.36%","7","VS7","0DTE","NF"
"2025-11-25","MIRESH95","MSV_IRESHG","4000000","25931.25","0.65%","1","VS15","0DTE","NF"
"2025-11-25","MJASVINC","MSR_MJASVINC_POS","10000000","7042.5","0.07%","1","VS15","0DTE","NF"
"2025-11-25","MJHAWARK","MSN_SHAILESH_JHAW_POS","10000000","-2996.25","-0.03%","1","VS12","0DTE","NF"
"2025-11-25","MJITEND1","MSR_JITENDRA_AGRAWAL","10000000","-10893.75","-0.11%","1","VS12","0DTE","NF"
"2025-11-25","MKALYANG","MSR_KALYANG","12000000","57626.25","0.48%","7","VS7","0DTE","NF"
"2025-11-25","MKAVITAC","MSR_YOGESH1_INT","14000000","-145762.5","-1.04%","2","VS13","0DTE","NF"
"2025-11-25","MKHUSHI2","MSP_KHUSHI_AGARWAL_POS","6000000","14163.75","0.24%","1","VS15","0DTE","NF"
"2025-11-25","MKIRTI01","MSP_MKIRTI_POS","6000000","21502.5","0.36%","1","VS8","0DTE","NF"
"2025-11-25","MLALITAA","MSR_AGNANI1_INT","6000000","16500","0.27%","1","VS16","0DTE","NF"
"2025-11-25","MMANJUK2","MSP_MANJU_KOTHARI_POS","6000000","13826.25","0.23%","1","VS16","0DTE","NF"
"2025-11-25","MMANUJG7","MSR_MANUJ_GUPTA","8000000","45772.5","0.57%","7","VS9","0DTE","NF"
"2025-11-25","MMILIND7","MSV_MILIND_POS","12000000","-125373.75","-1.04%","15","VS14","0DTE","NF"
"2025-11-25","MNAMANDA","MSR_DAGA1_INT","14000000","-142905","-1.02%","15","VS5","0DTE","NF"
"2025-11-25","MNANDKC2","MSR_YOGESH2_INT","14000000","35163.75","0.25%","1","VS2","0DTE","NF"
"2025-11-25","MNAVEENT","MSN_NAVEENTRIPATHI_POS","10000000","27757.5","0.28%","1","VS12","0DTE","NF"
"2025-11-25","MNIHARIK","MSR_DIGVIJAY1_POS","12000000","42337.5","0.35%","7","VS4","0DTE","NF"
"2025-11-25","MNIRJHAR","MSR_NIRJHAR_GOEL_POS","10000000","42101.25","0.42%","7","VS9","0DTE","NF"
"2025-11-25","MOHON964","MSR_GSMITH2_POS","8000000","22425","0.28%","1","VS15","0DTE","NF"
"2025-11-25","MONA8000","MSR_MONA1_POS","8000000","-85627.5","-1.07%","15","VS5","0DTE","NF"
"2025-11-25","MPAGARWA","MSR_KALPANAAG2","14000000","91147.5","0.65%","7","VS9","0DTE","NF"
"2025-11-25","MPAYAL04","MSR_MSMELODIA5_INT","12000000","12705","0.11%","1","VS12","0DTE","NF"
"2025-11-25","MPOOJAKP","MSR_GINNI10_INT","12000000","46766.25","0.39%","15","VS5","0DTE","NF"
